FastTree Version 2.1.11 Double precision (No SSE3), OpenMP (4 threads)
Alignment: standard input
Nucleotide distances: Jukes-Cantor Joins: balanced Support: SH-like 1000
Search: Normal +NNI +SPR (2 rounds range 10) +ML-NNI opt-each=1
TopHits: 1.00*sqrtN close=default refresh=0.80
ML Model: Generalized Time-Reversible, CAT approximation with 20 rate categories
Ignored unknown character B (seen 1 times)
Ignored unknown character D (seen 1 times)
Ignored unknown character H (seen 31 times)
Ignored unknown character K (seen 82 times)
Ignored unknown character M (seen 27 times)
Ignored unknown character R (seen 63 times)
Ignored unknown character S (seen 42 times)
Ignored unknown character V (seen 3 times)
Ignored unknown character W (seen 62 times)
Ignored unknown character X (seen 540836 times)
Ignored unknown character Y (seen 181 times)
Ignored unknown character k (seen 14 times)
Ignored unknown character m (seen 6 times)
Ignored unknown character n (seen 36153 times)
Ignored unknown character r (seen 25 times)
Ignored unknown character s (seen 3 times)
Ignored unknown character w (seen 5 times)
Ignored unknown character y (seen 62 times)
      2.39 seconds: Top hits for      0 of   2578 seqs (at seed    100)
      7.62 seconds: Top hits for   1024 of   2578 seqs (at seed    200)
     12.81 seconds: Top hits for   1714 of   2578 seqs (at seed    400)
     13.63 seconds: Top hits for   1804 of   2578 seqs (at seed    500)
     15.44 seconds: Top hits for   1932 of   2578 seqs (at seed    600)
     17.03 seconds: Top hits for   2023 of   2578 seqs (at seed    700)
     17.68 seconds: Top hits for   2066 of   2578 seqs (at seed    800)
     18.35 seconds: Top hits for   2089 of   2578 seqs (at seed    900)
     19.79 seconds: Top hits for   2145 of   2578 seqs (at seed   1000)
     21.96 seconds: Top hits for   2217 of   2578 seqs (at seed   1100)
     23.15 seconds: Top hits for   2269 of   2578 seqs (at seed   1200)
     24.72 seconds: Top hits for   2358 of   2578 seqs (at seed   1300)
     25.34 seconds: Top hits for   2383 of   2578 seqs (at seed   1400)
     27.88 seconds: Top hits for   2474 of   2578 seqs (at seed   1600)
     28.24 seconds: Top hits for   2485 of   2578 seqs (at seed   1700)
     29.03 seconds: Top hits for   2518 of   2578 seqs (at seed   1800)
     29.24 seconds: Top hits for   2523 of   2578 seqs (at seed   1900)
     30.09 seconds: Top hits for   2548 of   2578 seqs (at seed   2000)
     30.45 seconds: Top hits for   2560 of   2578 seqs (at seed   2100)
     30.91 seconds: Top hits for   2575 of   2578 seqs (at seed   2300)
     31.34 seconds: Top hits for   2586 of   2578 seqs (at seed   2400)
     31.91 seconds: Checking top hits for      1 of   2578 seqs
     33.60 seconds: Joined    100 of   2575
     37.76 seconds: Joined    200 of   2575
     41.68 seconds: Joined    300 of   2575
     46.07 seconds: Joined    400 of   2575
     50.43 seconds: Joined    500 of   2575
     56.75 seconds: Joined    600 of   2575
     60.84 seconds: Joined    700 of   2575
     65.77 seconds: Joined    800 of   2575
     70.10 seconds: Joined    900 of   2575
     75.16 seconds: Joined   1000 of   2575
     78.80 seconds: Joined   1100 of   2575
     82.31 seconds: Joined   1200 of   2575
     86.52 seconds: Joined   1300 of   2575
     90.09 seconds: Joined   1400 of   2575
     94.75 seconds: Joined   1500 of   2575
     99.43 seconds: Joined   1600 of   2575
    102.56 seconds: Joined   1700 of   2575
    106.48 seconds: Joined   1800 of   2575
    109.18 seconds: Joined   1900 of   2575
    112.05 seconds: Joined   2000 of   2575
    114.94 seconds: Joined   2100 of   2575
    117.60 seconds: Joined   2200 of   2575
    121.01 seconds: Joined   2300 of   2575
    124.29 seconds: Joined   2400 of   2575
    127.19 seconds: Joined   2500 of   2575
Initial topology in 128.95 seconds
Refining topology: 45 rounds ME-NNIs, 2 rounds ME-SPRs, 23 rounds ML-NNIs
    128.94 seconds: ME NNI round 1 of 45, 1 of 2576 splits
    129.14 seconds: ME NNI round 1 of 45, 101 of 2576 splits, 30 changes (max delta 0.000)
    129.38 seconds: ME NNI round 1 of 45, 201 of 2576 splits, 66 changes (max delta 0.000)
    129.53 seconds: ME NNI round 1 of 45, 301 of 2576 splits, 127 changes (max delta 0.000)
    129.69 seconds: ME NNI round 1 of 45, 401 of 2576 splits, 181 changes (max delta 0.000)
    129.87 seconds: ME NNI round 1 of 45, 501 of 2576 splits, 203 changes (max delta 0.000)
    130.06 seconds: ME NNI round 1 of 45, 601 of 2576 splits, 231 changes (max delta 0.000)
    130.23 seconds: ME NNI round 1 of 45, 701 of 2576 splits, 281 changes (max delta 0.000)
    130.40 seconds: ME NNI round 1 of 45, 801 of 2576 splits, 320 changes (max delta 0.000)
    130.58 seconds: ME NNI round 1 of 45, 901 of 2576 splits, 363 changes (max delta 0.000)
    130.76 seconds: ME NNI round 1 of 45, 1001 of 2576 splits, 388 changes (max delta 0.000)
    130.99 seconds: ME NNI round 1 of 45, 1101 of 2576 splits, 414 changes (max delta 0.000)
    131.15 seconds: ME NNI round 1 of 45, 1201 of 2576 splits, 462 changes (max delta 0.000)
    131.30 seconds: ME NNI round 1 of 45, 1301 of 2576 splits, 523 changes (max delta 0.000)
    131.48 seconds: ME NNI round 1 of 45, 1401 of 2576 splits, 560 changes (max delta 0.005)
    131.66 seconds: ME NNI round 1 of 45, 1501 of 2576 splits, 593 changes (max delta 0.005)
    131.83 seconds: ME NNI round 1 of 45, 1601 of 2576 splits, 637 changes (max delta 0.005)
    132.01 seconds: ME NNI round 1 of 45, 1701 of 2576 splits, 673 changes (max delta 0.005)
    132.17 seconds: ME NNI round 1 of 45, 1801 of 2576 splits, 722 changes (max delta 0.005)
    132.34 seconds: ME NNI round 1 of 45, 1901 of 2576 splits, 766 changes (max delta 0.005)
    132.53 seconds: ME NNI round 1 of 45, 2001 of 2576 splits, 796 changes (max delta 0.005)
    132.71 seconds: ME NNI round 1 of 45, 2101 of 2576 splits, 840 changes (max delta 0.005)
    132.91 seconds: ME NNI round 1 of 45, 2201 of 2576 splits, 876 changes (max delta 0.005)
    133.07 seconds: ME NNI round 1 of 45, 2301 of 2576 splits, 926 changes (max delta 0.005)
    133.23 seconds: ME NNI round 1 of 45, 2401 of 2576 splits, 964 changes (max delta 0.005)
    133.41 seconds: ME NNI round 1 of 45, 2501 of 2576 splits, 1011 changes (max delta 0.005)
    133.53 seconds: ME NNI round 2 of 45, 1 of 2576 splits
    133.70 seconds: ME NNI round 2 of 45, 101 of 2576 splits, 30 changes (max delta 0.000)
    133.87 seconds: ME NNI round 2 of 45, 201 of 2576 splits, 52 changes (max delta 0.000)
    134.05 seconds: ME NNI round 2 of 45, 301 of 2576 splits, 78 changes (max delta 0.000)
    134.23 seconds: ME NNI round 2 of 45, 401 of 2576 splits, 104 changes (max delta 0.000)
    134.40 seconds: ME NNI round 2 of 45, 501 of 2576 splits, 131 changes (max delta 0.000)
    134.57 seconds: ME NNI round 2 of 45, 601 of 2576 splits, 157 changes (max delta 0.000)
    134.78 seconds: ME NNI round 2 of 45, 701 of 2576 splits, 180 changes (max delta 0.000)
    134.95 seconds: ME NNI round 2 of 45, 801 of 2576 splits, 222 changes (max delta 0.000)
    135.13 seconds: ME NNI round 2 of 45, 901 of 2576 splits, 263 changes (max delta 0.000)
    135.30 seconds: ME NNI round 2 of 45, 1001 of 2576 splits, 286 changes (max delta 0.000)
    135.46 seconds: ME NNI round 2 of 45, 1101 of 2576 splits, 317 changes (max delta 0.000)
    135.64 seconds: ME NNI round 2 of 45, 1201 of 2576 splits, 350 changes (max delta 0.000)
    135.85 seconds: ME NNI round 2 of 45, 1301 of 2576 splits, 370 changes (max delta 0.000)
    136.02 seconds: ME NNI round 2 of 45, 1401 of 2576 splits, 418 changes (max delta 0.000)
    136.20 seconds: ME NNI round 2 of 45, 1501 of 2576 splits, 446 changes (max delta 0.000)
    136.37 seconds: ME NNI round 2 of 45, 1601 of 2576 splits, 471 changes (max delta 0.000)
    136.55 seconds: ME NNI round 2 of 45, 1701 of 2576 splits, 488 changes (max delta 0.000)
    136.71 seconds: ME NNI round 2 of 45, 1801 of 2576 splits, 526 changes (max delta 0.000)
    136.88 seconds: ME NNI round 2 of 45, 1901 of 2576 splits, 553 changes (max delta 0.000)
    137.06 seconds: ME NNI round 2 of 45, 2001 of 2576 splits, 573 changes (max delta 0.000)
    137.23 seconds: ME NNI round 2 of 45, 2101 of 2576 splits, 601 changes (max delta 0.000)
    137.41 seconds: ME NNI round 2 of 45, 2201 of 2576 splits, 621 changes (max delta 0.000)
    137.59 seconds: ME NNI round 2 of 45, 2301 of 2576 splits, 661 changes (max delta 0.000)
    137.75 seconds: ME NNI round 2 of 45, 2401 of 2576 splits, 685 changes (max delta 0.000)
    137.93 seconds: ME NNI round 2 of 45, 2501 of 2576 splits, 712 changes (max delta 0.000)
    138.05 seconds: ME NNI round 3 of 45, 1 of 2576 splits
    138.23 seconds: ME NNI round 3 of 45, 101 of 2576 splits, 21 changes (max delta 0.000)
    138.40 seconds: ME NNI round 3 of 45, 201 of 2576 splits, 36 changes (max delta 0.000)
    138.57 seconds: ME NNI round 3 of 45, 301 of 2576 splits, 54 changes (max delta 0.000)
    138.75 seconds: ME NNI round 3 of 45, 401 of 2576 splits, 84 changes (max delta 0.000)
    138.91 seconds: ME NNI round 3 of 45, 501 of 2576 splits, 97 changes (max delta 0.000)
    139.08 seconds: ME NNI round 3 of 45, 601 of 2576 splits, 118 changes (max delta 0.000)
    139.27 seconds: ME NNI round 3 of 45, 701 of 2576 splits, 139 changes (max delta 0.000)
    139.47 seconds: ME NNI round 3 of 45, 801 of 2576 splits, 170 changes (max delta 0.000)
    139.63 seconds: ME NNI round 3 of 45, 901 of 2576 splits, 205 changes (max delta 0.000)
    139.80 seconds: ME NNI round 3 of 45, 1001 of 2576 splits, 222 changes (max delta 0.000)
    139.97 seconds: ME NNI round 3 of 45, 1101 of 2576 splits, 235 changes (max delta 0.000)
    140.16 seconds: ME NNI round 3 of 45, 1201 of 2576 splits, 261 changes (max delta 0.000)
    140.33 seconds: ME NNI round 3 of 45, 1301 of 2576 splits, 286 changes (max delta 0.000)
    140.49 seconds: ME NNI round 3 of 45, 1401 of 2576 splits, 307 changes (max delta 0.000)
    140.66 seconds: ME NNI round 3 of 45, 1501 of 2576 splits, 328 changes (max delta 0.000)
    140.83 seconds: ME NNI round 3 of 45, 1601 of 2576 splits, 354 changes (max delta 0.000)
    141.00 seconds: ME NNI round 3 of 45, 1701 of 2576 splits, 373 changes (max delta 0.000)
    141.17 seconds: ME NNI round 3 of 45, 1801 of 2576 splits, 392 changes (max delta 0.000)
    141.34 seconds: ME NNI round 3 of 45, 1901 of 2576 splits, 406 changes (max delta 0.000)
    141.50 seconds: ME NNI round 3 of 45, 2001 of 2576 splits, 429 changes (max delta 0.000)
    141.67 seconds: ME NNI round 3 of 45, 2101 of 2576 splits, 440 changes (max delta 0.000)
    141.84 seconds: ME NNI round 3 of 45, 2201 of 2576 splits, 453 changes (max delta 0.000)
    142.01 seconds: ME NNI round 3 of 45, 2301 of 2576 splits, 484 changes (max delta 0.000)
    142.19 seconds: ME NNI round 3 of 45, 2401 of 2576 splits, 525 changes (max delta 0.000)
